 Radio 	 Ic 
 0,12 	 3,79 
 0,12 	 3,79 
 0,12 	 3,80 
 0,12 	 3,80 
 0,12 	 3,80 
 0,12 	 3,81 
 0,12 	 3,81 
 0,12 	 3,81 
 0,12 	 3,82 
 0,12 	 3,82 
 0,12 	 3,82 
 0,12 	 3,83 
 0,12 	 3,83 
 0,12 	 3,83 
 0,12 	 3,84 
 0,12 	 3,84 
 0,12 	 3,84 
 0,12 	 3,85 
 0,12 	 3,85 
 0,12 	 3,85 
 0,12 	 3,86 
 0,12 	 3,86 
 0,12 	 3,86 
 0,12 	 3,87 
 0,12 	 3,87 
 0,12 	 3,87 
 0,12 	 3,88 
 0,12 	 3,88 
 0,12 	 3,88 
 0,12 	 3,89 
 0,12 	 3,89 
 0,12 	 3,89 
 0,12 	 3,90 
 0,12 	 3,90 
 0,12 	 3,90 
 0,12 	 3,90 
 0,12 	 3,91 
 0,12 	 3,91 
 0,12 	 3,91 
 0,12 	 3,92 
 0,12 	 3,92 
 0,12 	 3,92 
 0,12 	 3,93 
 0,12 	 3,93 
 0,12 	 3,93 
 0,12 	 3,94 
 0,12 	 3,94 
 0,12 	 3,94 
 0,12 	 3,95 
 0,12 	 3,95 
 0,12 	 3,95 
 0,12 	 3,96 
 0,12 	 3,96 
 0,12 	 3,96 
 0,12 	 3,97 
 0,12 	 3,97 
 0,12 	 3,97 
 0,12 	 3,98 
 0,12 	 3,98 
 0,12 	 3,98 
 0,12 	 3,99 
 0,12 	 3,99 
 0,12 	 3,99 
 0,12 	 4,00 
 0,12 	 4,00 
 0,12 	 4,00 
 0,12 	 4,01 
 0,12 	 4,01 
 0,12 	 4,01 
 0,12 	 4,02 
 0,12 	 4,02 
 0,12 	 4,02 
 0,12 	 4,03 
 0,12 	 4,03 
 0,12 	 4,03 
 0,12 	 4,04 
 0,12 	 4,04 
 0,12 	 4,04 
 0,12 	 4,05 
 0,12 	 4,05 
 0,12 	 4,05 
 0,12 	 4,06 
 0,12 	 4,06 
 0,12 	 4,06 
 0,12 	 4,07 
 0,13 	 4,07 
 0,13 	 4,07 
 0,13 	 4,08 
 0,13 	 4,08 
 0,13 	 4,08 
 0,13 	 4,09 
 0,13 	 4,09 
 0,13 	 4,09 
 0,13 	 4,10 
 0,13 	 4,10 
 0,13 	 4,10 
 0,13 	 4,11 
 0,13 	 4,11 
 0,13 	 4,11 
 0,13 	 4,12 
 0,13 	 4,12 
 0,13 	 4,12 
 0,13 	 4,13 
 0,13 	 4,13 
 0,13 	 4,13 
 0,13 	 4,13 
 0,13 	 4,14 
 0,13 	 4,14 
 0,13 	 4,14 
 0,13 	 4,15 
 0,13 	 4,15 
 0,13 	 4,15 
 0,13 	 4,16 
 0,13 	 4,16 
 0,13 	 4,16 
 0,13 	 4,17 
 0,13 	 4,17 
 0,13 	 4,17 
 0,13 	 4,18 
 0,13 	 4,18 
 0,13 	 4,18 
 0,13 	 4,19 
 0,13 	 4,19 
 0,13 	 4,19 
 0,13 	 4,20 
 0,13 	 4,20 
 0,13 	 4,20 
 0,13 	 4,21 
 0,13 	 4,21 
 0,13 	 4,21 
 0,13 	 4,22 
 0,13 	 4,22 
 0,13 	 4,22 
 0,13 	 4,23 
 0,13 	 4,23 
 0,13 	 4,23 
 0,13 	 4,24 
 0,13 	 4,24 
 0,13 	 4,24 
 0,13 	 4,25 
 0,13 	 4,25 
 0,13 	 4,25 
 0,13 	 4,26 
 0,13 	 4,26 
 0,13 	 4,26 
 0,13 	 4,27 
 0,13 	 4,27 
 0,13 	 4,27 
 0,13 	 4,28 
 0,13 	 4,28 
 0,13 	 4,28 
 0,13 	 4,29 
 0,13 	 4,29 
 0,13 	 4,29 
 0,13 	 4,30 
 0,13 	 4,30 
 0,13 	 4,30 
 0,13 	 4,31 
 0,13 	 4,31 
 0,13 	 4,31 
 0,13 	 4,32 
 0,13 	 4,32 
 0,13 	 4,32 
 0,13 	 4,33 
 0,13 	 4,33 
 0,13 	 4,33 
 0,13 	 4,34 
 0,13 	 4,34 
 0,13 	 4,34 
 0,13 	 4,35 
 0,13 	 4,35 
 0,13 	 4,35 
 0,13 	 4,36 
 0,13 	 4,36 
 0,13 	 4,36 
 0,13 	 4,37 
 0,13 	 4,37 
 0,13 	 4,37 
 0,13 	 4,38 
 0,13 	 4,38 
 0,13 	 4,38 
 0,13 	 4,39 
 0,13 	 4,39 
 0,13 	 4,39 
 0,13 	 4,40 
 0,14 	 4,40 
 0,14 	 4,40 
 0,14 	 4,41 
 0,14 	 4,41 
 0,14 	 4,41 
 0,14 	 4,41 
 0,14 	 4,42 
 0,14 	 4,42 
 0,14 	 4,42 
 0,14 	 4,43 
 0,14 	 4,43 
 0,14 	 4,43 
 0,14 	 4,44 
 0,14 	 4,44 
 0,14 	 4,44 
 0,14 	 4,45 
 0,14 	 4,45 
 0,14 	 4,45 
 0,14 	 4,46 
 0,14 	 4,46 
 0,14 	 4,46 
 0,14 	 4,47 
 0,14 	 4,47 
 0,14 	 4,47 
 0,14 	 4,48 
 0,14 	 4,48 
 0,14 	 4,48 
 0,14 	 4,49 
 0,14 	 4,49 
 0,14 	 4,49 
 0,14 	 4,50 
 0,14 	 4,50 
 0,14 	 4,50 
 0,14 	 4,51 
 0,14 	 4,51 
 0,14 	 4,51 
 0,14 	 4,52 
 0,14 	 4,52 
 0,14 	 4,52 
 0,14 	 4,53 
 0,14 	 4,53 
 0,14 	 4,53 
 0,14 	 4,54 
 0,14 	 4,54 
 0,14 	 4,54 
 0,14 	 4,55 
 0,14 	 4,55 
 0,14 	 4,55 
 0,14 	 4,56 
 0,14 	 4,56 
 0,14 	 4,56 
 0,14 	 4,57 
 0,14 	 4,57 
 0,14 	 4,57 
 0,14 	 4,58 
 0,14 	 4,58 
 0,14 	 4,58 
 0,14 	 4,59 
 0,14 	 4,59 
 0,14 	 4,59 
 0,14 	 4,60 
 0,14 	 4,60 
 0,14 	 4,60 
 0,14 	 4,61 
 0,14 	 4,61 
 0,14 	 4,61 
 0,14 	 4,62 
 0,14 	 4,62 
 0,14 	 4,62 
 0,14 	 4,63 
 0,14 	 4,63 
 0,14 	 4,63 
 0,14 	 4,64 
 0,14 	 4,64 
 0,14 	 4,64 
 0,14 	 4,65 
 0,14 	 4,65 
 0,14 	 4,65 
 0,14 	 4,66 
 0,14 	 4,66 
 0,14 	 4,66 
 0,14 	 4,67 
 0,14 	 4,67 
 0,14 	 4,67 
 0,14 	 4,68 
 0,14 	 4,68 
 0,14 	 4,68 
 0,14 	 4,69 
 0,14 	 4,69 
 0,14 	 4,69 
 0,14 	 4,70 
 0,14 	 4,70 
 0,14 	 4,70 
 0,14 	 4,71 
 0,14 	 4,71 
 0,14 	 4,71 
 0,14 	 4,72 
 0,14 	 4,72 
 0,14 	 4,72 
 0,14 	 4,73 
 0,15 	 4,73 
 0,15 	 4,73 
 0,15 	 4,74 
 0,15 	 4,74 
 0,15 	 4,74 
 0,15 	 4,75 
 0,15 	 4,75 
 0,15 	 4,75 
 0,15 	 4,75 
 0,15 	 4,76 
 0,15 	 4,76 
 0,15 	 4,76 
 0,15 	 4,77 
 0,15 	 4,77 
 0,15 	 4,77 
 0,15 	 4,78 
 0,15 	 4,78 
 0,15 	 4,78 
 0,15 	 4,79 
 0,15 	 4,79 
 0,15 	 4,79 
 0,15 	 4,80 
 0,15 	 4,80 
 0,15 	 4,80 
 0,15 	 4,81 
 0,15 	 4,81 
 0,15 	 4,81 
 0,15 	 4,82 
 0,15 	 4,82 
 0,15 	 4,82 
 0,15 	 4,83 
 0,15 	 4,83 
 0,15 	 4,83 
 0,15 	 4,84 
 0,15 	 4,84 
 0,15 	 4,84 
 0,15 	 4,85 
 0,15 	 4,85 
 0,15 	 4,85 
 0,15 	 4,86 
 0,15 	 4,86 
 0,15 	 4,86 
 0,15 	 4,87 
 0,15 	 4,87 
 0,15 	 4,87 
 0,15 	 4,88 
 0,15 	 4,88 
 0,15 	 4,88 
 0,15 	 4,89 
 0,15 	 4,89 
 0,15 	 4,89 
 0,15 	 4,90 
 0,15 	 4,90 
 0,15 	 4,90 
 0,15 	 4,91 
 0,15 	 4,91 
 0,15 	 4,91 
 0,15 	 4,92 
 0,15 	 4,92 
 0,15 	 4,92 
 0,15 	 4,93 
 0,15 	 4,93 
 0,15 	 4,93 
 0,15 	 4,94 
 0,15 	 4,94 
 0,15 	 4,94 
 0,15 	 4,95 
 0,15 	 4,95 
 0,15 	 4,95 
 0,15 	 4,96 
 0,15 	 4,96 
 0,15 	 4,96 
 0,15 	 4,97 
 0,15 	 4,97 
 0,15 	 4,97 
 0,15 	 4,98 
 0,15 	 4,98 
 0,15 	 4,98 
 0,15 	 4,99 
 0,15 	 4,99 
 0,15 	 4,99 
 0,15 	 5,00 
 0,15 	 5,00 
 0,15 	 5,00 
 0,15 	 5,01 
 0,15 	 5,01 
 0,15 	 5,01 
 0,15 	 5,02 
 0,15 	 5,02 
 0,15 	 5,02 
 0,15 	 5,03 
 0,15 	 5,03 
 0,15 	 5,03 
 0,15 	 5,04 
 0,15 	 5,04 
 0,15 	 5,04 
 0,15 	 5,05 
 0,15 	 5,05 
 0,15 	 5,05 
 0,15 	 5,06 
 0,16 	 5,06 
 0,16 	 5,06 
 0,16 	 5,07 
 0,16 	 5,07 
 0,16 	 5,07 
 0,16 	 5,08 
 0,16 	 5,08 
 0,16 	 5,08 
 0,16 	 5,09 
 0,16 	 5,09 
 0,16 	 5,09 
 0,16 	 5,10 
 0,16 	 5,10 
 0,16 	 5,10 
 0,16 	 5,11 
 0,16 	 5,11 
 0,16 	 5,11 
 0,16 	 5,12 
 0,16 	 5,12 
 0,16 	 5,12 
 0,16 	 5,13 
 0,16 	 5,13 
 0,16 	 5,13 
 0,16 	 5,14 
 0,16 	 5,14 
 0,16 	 5,14 
 0,16 	 5,15 
 0,16 	 5,15 
 0,16 	 5,15 
 0,16 	 5,16 
 0,16 	 5,16 
 0,16 	 5,16 
 0,16 	 5,17 
 0,16 	 5,17 
 0,16 	 5,17 
 0,16 	 5,18 
 0,16 	 5,18 
 0,16 	 5,18 
 0,16 	 5,19 
 0,16 	 5,19 
 0,16 	 5,19 
 0,16 	 5,20 
 0,16 	 5,20 
 0,16 	 5,20 
 0,16 	 5,21 
 0,16 	 5,21 
 0,16 	 5,21 
 0,16 	 5,22 
 0,16 	 5,22 
 0,16 	 5,22 
 0,16 	 5,23 
 0,16 	 5,23 
 0,16 	 5,23 
 0,16 	 5,24 
 0,16 	 5,24 
 0,16 	 5,24 
 0,16 	 5,25 
 0,16 	 5,25 
 0,16 	 5,25 
 0,16 	 5,26 
 0,16 	 5,26 
 0,16 	 5,26 
 0,16 	 5,27 
 0,16 	 5,27 
 0,16 	 5,27 
 0,16 	 5,28 
 0,16 	 5,28 
 0,16 	 5,28 
 0,16 	 5,29 
 0,16 	 5,29 
 0,16 	 5,29 
 0,16 	 5,30 
 0,16 	 5,30 
 0,16 	 5,30 
 0,16 	 5,31 
 0,16 	 5,31 
 0,16 	 5,31 
 0,16 	 5,31 
 0,16 	 5,32 
 0,16 	 5,32 
 0,16 	 5,32 
 0,16 	 5,33 
 0,16 	 5,33 
 0,16 	 5,33 
 0,16 	 5,34 
 0,16 	 5,34 
 0,16 	 5,34 
 0,16 	 5,35 
 0,16 	 5,35 
 0,16 	 5,35 
 0,16 	 5,36 
 0,16 	 5,36 
 0,16 	 5,36 
 0,16 	 5,37 
 0,16 	 5,37 
 0,16 	 5,37 
 0,16 	 5,38 
 0,16 	 5,38 
 0,16 	 5,38 
 0,16 	 5,39 
 0,17 	 5,39 
 0,17 	 5,39 
 0,17 	 5,40 
 0,17 	 5,40 
 0,17 	 5,40 
 0,17 	 5,41 
 0,17 	 5,41 
 0,17 	 5,41 
 0,17 	 5,42 
 0,17 	 5,42 
 0,17 	 5,42 
 0,17 	 5,43 
 0,17 	 5,43 
 0,17 	 5,43 
 0,17 	 5,44 
 0,17 	 5,44 
 0,17 	 5,44 
 0,17 	 5,45 
 0,17 	 5,45 
 0,17 	 5,45 
 0,17 	 5,46 
 0,17 	 5,46 
 0,17 	 5,46 
 0,17 	 5,47 
 0,17 	 5,47 
 0,17 	 5,47 
 0,17 	 5,48 
 0,17 	 5,48 
 0,17 	 5,48 
 0,17 	 5,49 
 0,17 	 5,49 
 0,17 	 5,49 
 0,17 	 5,50 
 0,17 	 5,50 
 0,17 	 5,50 
 0,17 	 5,51 
 0,17 	 5,51 
 0,17 	 5,51 
 0,17 	 5,52 
 0,17 	 5,52 
 0,17 	 5,52 
 0,17 	 5,53 
 0,17 	 5,53 
 0,17 	 5,53 
 0,17 	 5,54 
 0,17 	 5,54 
 0,17 	 5,54 
 0,17 	 5,55 
 0,17 	 5,55 
 0,17 	 5,55 
 0,17 	 5,56 
 0,17 	 5,56 
 0,17 	 5,56 
 0,17 	 5,57 
 0,17 	 5,57 
 0,17 	 5,57 
 0,17 	 5,58 
 0,17 	 5,58 
 0,17 	 5,58 
 0,17 	 5,59 
 0,17 	 5,59 
 0,17 	 5,59 
 0,17 	 5,60 
 0,17 	 5,60 
 0,17 	 5,60 
 0,17 	 5,61 
 0,17 	 5,61 
 0,17 	 5,61 
 0,17 	 5,62 
 0,17 	 5,62 
 0,17 	 5,62 
 0,17 	 5,63 
 0,17 	 5,63 
 0,17 	 5,63 
 0,17 	 5,64 
 0,17 	 5,64 
 0,17 	 5,64 
 0,17 	 5,65 
 0,17 	 5,65 
 0,17 	 5,65 
 0,17 	 5,66 
 0,17 	 5,66 
 0,17 	 5,66 
 0,17 	 5,67 
 0,17 	 5,67 
 0,17 	 5,67 
 0,17 	 5,68 
 0,17 	 5,68 
 0,17 	 5,68 
 0,17 	 5,69 
 0,17 	 5,69 
 0,17 	 5,69 
 0,17 	 5,70 
 0,17 	 5,70 
 0,17 	 5,70 
 0,17 	 5,71 
 0,17 	 5,71 
 0,17 	 5,71 
 0,17 	 5,72 
 0,17 	 5,72 
 0,18 	 5,72 
 0,18 	 5,73 
 0,18 	 5,73 
 0,18 	 5,73 
 0,18 	 5,74 
 0,18 	 5,74 
 0,18 	 5,74 
 0,18 	 5,75 
 0,18 	 5,75 
 0,18 	 5,75 
 0,18 	 5,76 
 0,18 	 5,76 
 0,18 	 5,76 
 0,18 	 5,77 
 0,18 	 5,77 
 0,18 	 5,77 
 0,18 	 5,78 
 0,18 	 5,78 
 0,18 	 5,78 
 0,18 	 5,79 
 0,18 	 5,79 
 0,18 	 5,79 
 0,18 	 5,80 
 0,18 	 5,80 
 0,18 	 5,80 
 0,18 	 5,81 
 0,18 	 5,81 
 0,18 	 5,81 
 0,18 	 5,82 
 0,18 	 5,82 
 0,18 	 5,82 
 0,18 	 5,83 
 0,18 	 5,83 
 0,18 	 5,83 
 0,18 	 5,84 
 0,18 	 5,84 
 0,18 	 5,84 
 0,18 	 5,85 
 0,18 	 5,85 
 0,18 	 5,85 
 0,18 	 5,86 
 0,18 	 5,86 
 0,18 	 5,86 
 0,18 	 5,87 
 0,18 	 5,87 
 0,18 	 5,87 
 0,18 	 5,88 
 0,18 	 5,88 
 0,18 	 5,88 
 0,18 	 5,89 
 0,18 	 5,89 
 0,18 	 5,89 
 0,18 	 5,90 
 0,18 	 5,90 
 0,18 	 5,90 
 0,18 	 5,91 
 0,18 	 5,91 
 0,18 	 5,91 
 0,18 	 5,92 
 0,18 	 5,92 
 0,18 	 5,92 
 0,18 	 5,93 
 0,18 	 5,93 
 0,18 	 5,93 
 0,18 	 5,94 
 0,18 	 5,94 
 0,18 	 5,94 
 0,18 	 5,95 
 0,18 	 5,95 
 0,18 	 5,95 
 0,18 	 5,96 
 0,18 	 5,96 
 0,18 	 5,96 
 0,18 	 5,97 
 0,18 	 5,97 
 0,18 	 5,97 
 0,18 	 5,98 
 0,18 	 5,98 
 0,18 	 5,98 
 0,18 	 5,99 
 0,18 	 5,99 
 0,18 	 5,99 
 0,18 	 6,00 
 0,18 	 6,00 
 0,18 	 6,00 
 0,18 	 6,01 
 0,18 	 6,01 
 0,18 	 6,02 
 0,18 	 6,02 
 0,18 	 6,02 
 0,18 	 6,03 
 0,18 	 6,03 
 0,18 	 6,03 
 0,18 	 6,04 
 0,18 	 6,04 
 0,18 	 6,04 
 0,18 	 6,05 
 0,18 	 6,05 
 0,18 	 6,05 
 0,18 	 6,06 
 0,19 	 6,06 
 0,19 	 6,06 
 0,19 	 6,07 
 0,19 	 6,07 
 0,19 	 6,07 
 0,19 	 6,08 
 0,19 	 6,08 
 0,19 	 6,08 
 0,19 	 6,09 
 0,19 	 6,09 
 0,19 	 6,09 
 0,19 	 6,10 
 0,19 	 6,10 
 0,19 	 6,10 
 0,19 	 6,11 
 0,19 	 6,11 
 0,19 	 6,11 
 0,19 	 6,12 
 0,19 	 6,12 
 0,19 	 6,12 
 0,19 	 6,13 
 0,19 	 6,13 
 0,19 	 6,13 
 0,19 	 6,14 
 0,19 	 6,14 
 0,19 	 6,14 
 0,19 	 6,15 
 0,19 	 6,15 
 0,19 	 6,15 
 0,19 	 6,16 
 0,19 	 6,16 
 0,19 	 6,16 
 0,19 	 6,17 
 0,19 	 6,17 
 0,19 	 6,17 
 0,19 	 6,18 
 0,19 	 6,18 
 0,19 	 6,18 
 0,19 	 6,19 
 0,19 	 6,19 
 0,19 	 6,19 
 0,19 	 6,20 
 0,19 	 6,20 
 0,19 	 6,20 
 0,19 	 6,21 
 0,19 	 6,21 
 0,19 	 6,21 
 0,19 	 6,22 
 0,19 	 6,22 
 0,19 	 6,22 
 0,19 	 6,23 
 0,19 	 6,23 
 0,19 	 6,23 
 0,19 	 6,24 
 0,19 	 6,24 
 0,19 	 6,24 
 0,19 	 6,25 
 0,19 	 6,25 
 0,19 	 6,25 
 0,19 	 6,26 
 0,19 	 6,26 
 0,19 	 6,26 
 0,19 	 6,27 
 0,19 	 6,27 
 0,19 	 6,27 
 0,19 	 6,28 
 0,19 	 6,28 
 0,19 	 6,28 
 0,19 	 6,29 
 0,19 	 6,29 
 0,19 	 6,29 
 0,19 	 6,30 
 0,19 	 6,30 
 0,19 	 6,30 
 0,19 	 6,31 
 0,19 	 6,31 
 0,19 	 6,31 
 0,19 	 6,32 
 0,19 	 6,32 
 0,19 	 6,32 
 0,19 	 6,33 
 0,19 	 6,33 
 0,19 	 6,33 
 0,19 	 6,34 
 0,19 	 6,34 
 0,19 	 6,34 
 0,19 	 6,35 
 0,19 	 6,35 
 0,19 	 6,35 
 0,19 	 6,36 
 0,19 	 6,36 
 0,19 	 6,36 
 0,19 	 6,37 
 0,19 	 6,37 
 0,19 	 6,37 
 0,19 	 6,38 
 0,19 	 6,38 
 0,19 	 6,38 
 0,19 	 6,39 
 0,19 	 6,39 
 0,20 	 6,39 
 0,20 	 6,40 
 0,20 	 6,40 
 0,20 	 6,40 
 0,20 	 6,41 
 0,20 	 6,41 
 0,20 	 6,41 
 0,20 	 6,42 
 0,20 	 6,42 
 0,20 	 6,42 
 0,20 	 6,43 
 0,20 	 6,43 
 0,20 	 6,43 
 0,20 	 6,44 
 0,20 	 6,44 
 0,20 	 6,44 
 0,20 	 6,45 
 0,20 	 6,45 
 0,20 	 6,45 
 0,20 	 6,46 
 0,20 	 6,46 
 0,20 	 6,46 
 0,20 	 6,47 
 0,20 	 6,47 
 0,20 	 6,47 
 0,20 	 6,48 
 0,20 	 6,48 
 0,20 	 6,48 
 0,20 	 6,49 
 0,20 	 6,49 
 0,20 	 6,49 
 0,20 	 6,50 
 0,20 	 6,50 
 0,20 	 6,50 
 0,20 	 6,51 
 0,20 	 6,51 
 0,20 	 6,51 
 0,20 	 6,52 
 0,20 	 6,52 
 0,20 	 6,52 
 0,20 	 6,53 
 0,20 	 6,53 
 0,20 	 6,53 
 0,20 	 6,54 
 0,20 	 6,54 
 0,20 	 6,55 
 0,20 	 6,55 
 0,20 	 6,55 
 0,20 	 6,56 
 0,20 	 6,56 
 0,20 	 6,56 
 0,20 	 6,57 
 0,20 	 6,57 
 0,20 	 6,57 
 0,20 	 6,58 
 0,20 	 6,58 
 0,20 	 6,58 
 0,20 	 6,59 
 0,20 	 6,59 
 0,20 	 6,59 
 0,20 	 6,60 
 0,20 	 6,60 
 0,20 	 6,60 
 0,20 	 6,61 
 0,20 	 6,61 
 0,20 	 6,61 
 0,20 	 6,62 
 0,20 	 6,62 
 0,20 	 6,62 
 0,20 	 6,63 
 0,20 	 6,63 
 0,20 	 6,63 
 0,20 	 6,64 
 0,20 	 6,64 
 0,20 	 6,64 
 0,20 	 6,65 
 0,20 	 6,65 
 0,20 	 6,65 
 0,20 	 6,66 
 0,20 	 6,66 
 0,20 	 6,66 
 0,20 	 6,67 
 0,20 	 6,67 
 0,20 	 6,67 
 0,20 	 6,68 
 0,20 	 6,68 
 0,20 	 6,68 
 0,20 	 6,69 
 0,20 	 6,69 
 0,20 	 6,69 
 0,20 	 6,70 
 0,20 	 6,70 
 0,20 	 6,70 
 0,20 	 6,71 
 0,20 	 6,71 
 0,20 	 6,71 
 0,20 	 6,72 
 0,20 	 6,72 
 0,20 	 6,72 
 0,20 	 6,73 
 0,21 	 6,73 
 0,21 	 6,73 
 0,21 	 6,74 
 0,21 	 6,74 
 0,21 	 6,74 
 0,21 	 6,75 
 0,21 	 6,75 
 0,21 	 6,75 
 0,21 	 6,76 
 0,21 	 6,76 
 0,21 	 6,76 
 0,21 	 6,77 
 0,21 	 6,77 
 0,21 	 6,77 
 0,21 	 6,78 
 0,21 	 6,78 
 0,21 	 6,78 
 0,21 	 6,79 
 0,21 	 6,79 
 0,21 	 6,79 
 0,21 	 6,80 
 0,21 	 6,80 
 0,21 	 6,80 
 0,21 	 6,81 
 0,21 	 6,81 
 0,21 	 6,81 
 0,21 	 6,82 
 0,21 	 6,82 
 0,21 	 6,82 
 0,21 	 6,83 
 0,21 	 6,83 
 0,21 	 6,83 
 0,21 	 6,84 
 0,21 	 6,84 
 0,21 	 6,84 
 0,21 	 6,85 
 0,21 	 6,85 
 0,21 	 6,86 
 0,21 	 6,86 
 0,21 	 6,86 
 0,21 	 6,87 
 0,21 	 6,87 
 0,21 	 6,87 
 0,21 	 6,88 
 0,21 	 6,88 
 0,21 	 6,88 
 0,21 	 6,89 
 0,21 	 6,89 
 0,21 	 6,89 
 0,21 	 6,90 
 0,21 	 6,90 
 0,21 	 6,90 
 0,21 	 6,91 
 0,21 	 6,91 
 0,21 	 6,91 
 0,21 	 6,92 
 0,21 	 6,92 
 0,21 	 6,92 
 0,21 	 6,93 
 0,21 	 6,93 
 0,21 	 6,93 
 0,21 	 6,94 
 0,21 	 6,94 
 0,21 	 6,94 
 0,21 	 6,95 
 0,21 	 6,95 
 0,21 	 6,95 
 0,21 	 6,96 
 0,21 	 6,96 
 0,21 	 6,96 
 0,21 	 6,97 
 0,21 	 6,97 
 0,21 	 6,97 
 0,21 	 6,98 
 0,21 	 6,98 
 0,21 	 6,98 
 0,21 	 6,99 
 0,21 	 6,99 
 0,21 	 6,99 
 0,21 	 7,00 
 0,21 	 7,00 
 0,21 	 7,00 
 0,21 	 7,01 
 0,21 	 7,01 
 0,21 	 7,01 
 0,21 	 7,02 
 0,21 	 7,02 
 0,21 	 7,02 
 0,21 	 7,03 
 0,21 	 7,03 
 0,21 	 7,03 
 0,21 	 7,04 
 0,21 	 7,04 
 0,21 	 7,04 
 0,21 	 7,05 
 0,21 	 7,05 
 0,21 	 7,05 
 0,21 	 7,06 
 0,21 	 7,06 
 0,21 	 7,06 
 0,22 	 7,07 
 0,22 	 7,07 
 0,22 	 7,07 
 0,22 	 7,08 
 0,22 	 7,08 
 0,22 	 7,08 
 0,22 	 7,09 
 0,22 	 7,09 
 0,22 	 7,10 
 0,22 	 7,10 
 0,22 	 7,10 
 0,22 	 7,11 
 0,22 	 7,11 
 0,22 	 7,11 
 0,22 	 7,12 
 0,22 	 7,12 
 0,22 	 7,12 
 0,22 	 7,13 
 0,22 	 7,13 
 0,22 	 7,13 
 0,22 	 7,14 
 0,22 	 7,14 
 0,22 	 7,14 
 0,22 	 7,15 
 0,22 	 7,15 
 0,22 	 7,15 
 0,22 	 7,16 
 0,22 	 7,16 
 0,22 	 7,16 
 0,22 	 7,17 
 0,22 	 7,17 
 0,22 	 7,17 
 0,22 	 7,18 
 0,22 	 7,18 
 0,22 	 7,18 
 0,22 	 7,19 
 0,22 	 7,19 
 0,22 	 7,19 
 0,22 	 7,20 
 0,22 	 7,20 
 0,22 	 7,20 
 0,22 	 7,21 
 0,22 	 7,21 
 0,22 	 7,21 
 0,22 	 7,22 
 0,22 	 7,22 
 0,22 	 7,22 
 0,22 	 7,23 
 0,22 	 7,23 
 0,22 	 7,23 
 0,22 	 7,24 
 0,22 	 7,24 
 0,22 	 7,24 
 0,22 	 7,25 
 0,22 	 7,25 
 0,22 	 7,25 
 0,22 	 7,26 
 0,22 	 7,26 
 0,22 	 7,26 
 0,22 	 7,27 
 0,22 	 7,27 
 0,22 	 7,27 
 0,22 	 7,28 
 0,22 	 7,28 
 0,22 	 7,28 
 0,22 	 7,29 
 0,22 	 7,29 
 0,22 	 7,30 
 0,22 	 7,30 
 0,22 	 7,30 
 0,22 	 7,31 
 0,22 	 7,31 
 0,22 	 7,31 
 0,22 	 7,32 
 0,22 	 7,32 
 0,22 	 7,32 
 0,22 	 7,33 
 0,22 	 7,33 
 0,22 	 7,33 
 0,22 	 7,34 
 0,22 	 7,34 
 0,22 	 7,34 
 0,22 	 7,35 
 0,22 	 7,35 
 0,22 	 7,35 
 0,22 	 7,36 
 0,22 	 7,36 
 0,22 	 7,36 
 0,22 	 7,37 
 0,22 	 7,37 
 0,22 	 7,37 
 0,22 	 7,38 
 0,22 	 7,38 
 0,22 	 7,38 
 0,22 	 7,39 
 0,22 	 7,39 
 0,22 	 7,39 
 0,22 	 7,40 
 0,22 	 7,40 
 0,22 	 7,40 
 0,23 	 7,41 
 0,23 	 7,41 
 0,23 	 7,41 
 0,23 	 7,42 
 0,23 	 7,42 
 0,23 	 7,42 
 0,23 	 7,43 
 0,23 	 7,43 
 0,23 	 7,43 
 0,23 	 7,44 
 0,23 	 7,44 
 0,23 	 7,44 
 0,23 	 7,45 
 0,23 	 7,45 
 0,23 	 7,45 
 0,23 	 7,46 
 0,23 	 7,46 
 0,23 	 7,46 
 0,23 	 7,47 
 0,23 	 7,47 
 0,23 	 7,48 
 0,23 	 7,48 
 0,23 	 7,48 
 0,23 	 7,49 
 0,23 	 7,49 
 0,23 	 7,49 
 0,23 	 7,50 
 0,23 	 7,50 
 0,23 	 7,50 
 0,23 	 7,51 
 0,23 	 7,51 
 0,23 	 7,51 
 0,23 	 7,52 
 0,23 	 7,52 
 0,23 	 7,52 
 0,23 	 7,53 
 0,23 	 7,53 
 0,23 	 7,53 
 0,23 	 7,54 
 0,23 	 7,54 
 0,23 	 7,54 
 0,23 	 7,55 
 0,23 	 7,55 
 0,23 	 7,55 
 0,23 	 7,56 
 0,23 	 7,56 
 0,23 	 7,56 
 0,23 	 7,57 
 0,23 	 7,57 
 0,23 	 7,57 
 0,23 	 7,58 
 0,23 	 7,58 
 0,23 	 7,58 
 0,23 	 7,59 
 0,23 	 7,59 
 0,23 	 7,59 
 0,23 	 7,60 
 0,23 	 7,60 
 0,23 	 7,60 
 0,23 	 7,61 
 0,23 	 7,61 
 0,23 	 7,61 
 0,23 	 7,62 
 0,23 	 7,62 
 0,23 	 7,62 
 0,23 	 7,63 
 0,23 	 7,63 
 0,23 	 7,64 
 0,23 	 7,64 
 0,23 	 7,64 
 0,23 	 7,65 
 0,23 	 7,65 
 0,23 	 7,65 
 0,23 	 7,66 
 0,23 	 7,66 
 0,23 	 7,66 
 0,23 	 7,67 
 0,23 	 7,67 
 0,23 	 7,67 
 0,23 	 7,68 
